soc_code,soc_title,aioe,isco_code,isco_title,n_isco,aioe_soc_split,anzsco_code,anzsco_title,n_anzsco,aioe_path
35-2015,"Cooks, Short Order",-0.5674362,9411,Fast food preparers,2.0,-0.2837181,851111,Fast Food Cook,1.0,-0.2837181
35-2021,Food Preparation Workers,-0.9339887,9412,Kitchen helpers,1.0,-0.9339887,851211,Pastrycook's Assistant,3.0,-0.31132956666666667
35-2021,Food Preparation Workers,-0.9339887,9412,Kitchen helpers,1.0,-0.9339887,851299,Food Trades Assistants nec,3.0,-0.31132956666666667
35-2021,Food Preparation Workers,-0.9339887,9412,Kitchen helpers,1.0,-0.9339887,851311,Kitchenhand,3.0,-0.31132956666666667
35-3011,Bartenders,-0.4109996,5132,Bartenders,1.0,-0.4109996,431111,Bar Attendant,2.0,-0.2054998
35-3011,Bartenders,-0.4109996,5132,Bartenders,1.0,-0.4109996,431112,Barista,2.0,-0.2054998
35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",-0.3083948,5246,Food service counter attendants,1.0,-0.3083948,431211,Cafe Worker,2.0,-0.1541974
35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",-0.3083948,5246,Food service counter attendants,1.0,-0.3083948,621111,Sales Assistant (General),2.0,-0.1541974
35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",-0.3211086,5246,Food service counter attendants,1.0,-0.3211086,431211,Cafe Worker,2.0,-0.1605543
35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",-0.3211086,5246,Food service counter attendants,1.0,-0.3211086,621111,Sales Assistant (General),2.0,-0.1605543
35-3031,Waiters and Waitresses,-0.4693402,5131,Waiters,1.0,-0.4693402,431211,Cafe Worker,2.0,-0.2346701
35-3031,Waiters and Waitresses,-0.4693402,5131,Waiters,1.0,-0.4693402,431511,Waiter,2.0,-0.2346701
35-3041,"Food Servers, Nonrestaurant",-0.4450331,5212,Street food salespersons,2.0,-0.22251655,621713,Street Vendor,1.0,-0.22251655
35-3041,"Food Servers, Nonrestaurant",-0.4450331,5131,Waiters,2.0,-0.22251655,431211,Cafe Worker,2.0,-0.111258275
35-3041,"Food Servers, Nonrestaurant",-0.4450331,5131,Waiters,2.0,-0.22251655,431511,Waiter,2.0,-0.111258275
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,-1.432733,5246,Food service counter attendants,2.0,-0.7163665,431211,Cafe Worker,2.0,-0.35818325
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,-1.432733,5246,Food service counter attendants,2.0,-0.7163665,621111,Sales Assistant (General),2.0,-0.35818325
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,-1.432733,9412,Kitchen helpers,2.0,-0.7163665,851211,Pastrycook's Assistant,3.0,-0.23878883333333334
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,-1.432733,9412,Kitchen helpers,2.0,-0.7163665,851299,Food Trades Assistants nec,3.0,-0.23878883333333334
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,-1.432733,9412,Kitchen helpers,2.0,-0.7163665,851311,Kitchenhand,3.0,-0.23878883333333334
35-9021,Dishwashers,-1.561163,9412,Kitchen helpers,1.0,-1.561163,851211,Pastrycook's Assistant,3.0,-0.5203876666666667
35-9021,Dishwashers,-1.561163,9412,Kitchen helpers,1.0,-1.561163,851299,Food Trades Assistants nec,3.0,-0.5203876666666667
35-9021,Dishwashers,-1.561163,9412,Kitchen helpers,1.0,-1.561163,851311,Kitchenhand,3.0,-0.5203876666666667
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.1821651,5169,Personal services workers not elsewhere classified,1.0,0.1821651,431999,Hospitality Workers nec,5.0,0.036433019999999997
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.1821651,5169,Personal services workers not elsewhere classified,1.0,0.1821651,451811,Civil Celebrant,5.0,0.036433019999999997
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.1821651,5169,Personal services workers not elsewhere classified,1.0,0.1821651,451813,Sex Worker or Escort,5.0,0.036433019999999997
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.1821651,5169,Personal services workers not elsewhere classified,1.0,0.1821651,451815,First Aid Trainer,5.0,0.036433019999999997
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.1821651,5169,Personal services workers not elsewhere classified,1.0,0.1821651,451899,Personal Service Workers nec,5.0,0.036433019999999997
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,-0.3668852,5151,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",2.0,-0.1834426,431411,Hotel Service Manager,3.0,-0.06114753333333334
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,-0.3668852,5151,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",2.0,-0.1834426,811211,Commercial Cleaner,3.0,-0.06114753333333334
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,-0.3668852,5151,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",2.0,-0.1834426,811411,Commercial Housekeeper,3.0,-0.06114753333333334
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,-0.3668852,5152,Domestic housekeepers,2.0,-0.1834426,141911,Bed and Breakfast Operator,3.0,-0.06114753333333334
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,-0.3668852,5152,Domestic housekeepers,2.0,-0.1834426,451899,Personal Service Workers nec,3.0,-0.06114753333333334
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,-0.3668852,5152,Domestic housekeepers,2.0,-0.1834426,811412,Domestic Housekeeper,3.0,-0.06114753333333334
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,121611,Flower Grower,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,121614,Production Nursery Grower,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,121615,Turf Grower,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,121616,Vegetable Grower (Aus) / Market Gardener (NZ),14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,121699,Horticultural Crop Growers nec,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,362312,Sports Turf Manager,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,362313,Sports Turf Trades Worker,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,362411,Nurseryperson,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,362511,Arborist,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,362512,Tree Worker,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,362611,Gardener (General),14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,362711,Landscape Gardener,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,362712,Irrigation Technician,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,6113,"Gardeners, horticultural and nursery growers",2.0,-0.2427793,363114,Horticultural Supervisor or Specialist,14.0,-0.017341378571428572
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,7544,Fumigators and other pest and weed controllers,2.0,-0.2427793,843411,Pest Control Technician,3.0,-0.08092643333333334
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,7544,Fumigators and other pest and weed controllers,2.0,-0.2427793,843912,Irrigation Assistant,3.0,-0.08092643333333334
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.4855586,7544,Fumigators and other pest and weed controllers,2.0,-0.2427793,843999,Forestry and Garden Workers nec,3.0,-0.08092643333333334
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",-1.093042,5153,Building caretakers,3.0,-0.36434733333333336,899111,Caretaker,1.0,-0.36434733333333336
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",-1.093042,9112,"Cleaners and helpers in offices, hotels and other establishments",3.0,-0.36434733333333336,431911,Bar Useful or Busser,3.0,-0.12144911111111112
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",-1.093042,9112,"Cleaners and helpers in offices, hotels and other establishments",3.0,-0.36434733333333336,811211,Commercial Cleaner,3.0,-0.12144911111111112
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",-1.093042,9112,"Cleaners and helpers in offices, hotels and other establishments",3.0,-0.36434733333333336,811411,Commercial Housekeeper,3.0,-0.12144911111111112
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",-1.093042,9123,Window cleaners,3.0,-0.36434733333333336,811612,Window Cleaner,1.0,-0.36434733333333336
37-2012,Maids and Housekeeping Cleaners,-1.030813,9111,Domestic cleaners and helpers,2.0,-0.5154065,811311,Domestic Cleaner,1.0,-0.5154065
37-2012,Maids and Housekeeping Cleaners,-1.030813,9112,"Cleaners and helpers in offices, hotels and other establishments",2.0,-0.5154065,431911,Bar Useful or Busser,3.0,-0.17180216666666667
37-2012,Maids and Housekeeping Cleaners,-1.030813,9112,"Cleaners and helpers in offices, hotels and other establishments",2.0,-0.5154065,811211,Commercial Cleaner,3.0,-0.17180216666666667
37-2012,Maids and Housekeeping Cleaners,-1.030813,9112,"Cleaners and helpers in offices, hotels and other establishments",2.0,-0.5154065,811411,Commercial Housekeeper,3.0,-0.17180216666666667
37-2021,Pest Control Workers,-0.7243282,7544,Fumigators and other pest and weed controllers,1.0,-0.7243282,843411,Pest Control Technician,3.0,-0.24144273333333333
37-2021,Pest Control Workers,-0.7243282,7544,Fumigators and other pest and weed controllers,1.0,-0.7243282,843912,Irrigation Assistant,3.0,-0.24144273333333333
37-2021,Pest Control Workers,-0.7243282,7544,Fumigators and other pest and weed controllers,1.0,-0.7243282,843999,Forestry and Garden Workers nec,3.0,-0.24144273333333333
37-3011,Landscaping and Groundskeeping Workers,-1.656454,9214,Garden and horticultural labourers,1.0,-1.656454,843211,Garden Labourer,2.0,-0.828227
37-3011,Landscaping and Groundskeeping Workers,-1.656454,9214,Garden and horticultural labourers,1.0,-1.656454,843311,Horticultural Nursery Assistant,2.0,-0.828227
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",-0.9335945,7544,Fumigators and other pest and weed controllers,1.0,-0.9335945,843411,Pest Control Technician,3.0,-0.31119816666666666
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",-0.9335945,7544,Fumigators and other pest and weed controllers,1.0,-0.9335945,843912,Irrigation Assistant,3.0,-0.31119816666666666
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",-0.9335945,7544,Fumigators and other pest and weed controllers,1.0,-0.9335945,843999,Forestry and Garden Workers nec,3.0,-0.31119816666666666
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,121611,Flower Grower,14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,121614,Production Nursery Grower,14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,121615,Turf Grower,14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,121616,Vegetable Grower (Aus) / Market Gardener (NZ),14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,121699,Horticultural Crop Growers nec,14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,362312,Sports Turf Manager,14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,362313,Sports Turf Trades Worker,14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,362411,Nurseryperson,14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,362511,Arborist,14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,362512,Tree Worker,14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,362611,Gardener (General),14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,362711,Landscape Gardener,14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,362712,Irrigation Technician,14.0,-0.1129137857142857
37-3013,Tree Trimmers and Pruners,-1.580793,6113,"Gardeners, horticultural and nursery growers",1.0,-1.580793,363114,Horticultural Supervisor or Specialist,14.0,-0.1129137857142857
39-1011,Gaming Supervisors,1.015314,4212,"Bookmakers, croupiers and related gaming workers",1.0,1.015314,431311,Gaming Worker,6.0,0.169219
39-1011,Gaming Supervisors,1.015314,4212,"Bookmakers, croupiers and related gaming workers",1.0,1.015314,552311,Bookmaker,6.0,0.169219
39-1011,Gaming Supervisors,1.015314,4212,"Bookmakers, croupiers and related gaming workers",1.0,1.015314,561111,Betting Agency Counter Clerk,6.0,0.169219
